nrKilled,nrWound,year,country,group,attack,target,weapon
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
5,25,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,1,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Army (IRA),Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
0,3,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
2,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
2,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
2,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
2,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
10,81,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
10,81,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
2,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
2,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
0,3,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Telecommunication,Explosives/Bombs/Dynamite
0,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Telecommunication,Explosives/Bombs/Dynamite
0,1,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Telecommunication,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Telecommunication,Explosives/Bombs/Dynamite
0,5,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,20,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,0,1974,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1974,United Kingdom,Irish Republican Army (IRA),Assassination,Government (General),Explosives/Bombs/Dynamite
2,1,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,7,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Business,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
3,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
2,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
4,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,33,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,7,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1975,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
5,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Hostage Taking (Kidnapping),Police,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Business,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,40,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
0,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,18,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
0,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Government (General),Explosives/Bombs/Dynamite
0,18,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Unknown,Religious Figures/Institutions,Unknown
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
2,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
3,0,1975,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
2,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1975,United Kingdom,Irish Republican Army (IRA),Assassination,Journalists & Media,Firearms
0,0,1975,United Kingdom,Irish Republican Army (IRA),Armed Assault,Business,Firearms
0,5,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,1975,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
4,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,19,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
2,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
2,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Melee
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Airports & Aircraft,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Armed Assault,Business,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Unknown
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
3,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
3,0,1976,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
2,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
2,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
3,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
2,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Telecommunication,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
2,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
3,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
2,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1976,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Private Citizens & Property,Incendiary
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
0,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Business,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Government (General),Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Business,Firearms
2,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Government (General),Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Business,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
0,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Government (General),Firearms
1,1,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
3,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
2,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
0,0,1977,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Journalists & Media,Explosives/Bombs/Dynamite
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,1977,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Business,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1977,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
